PassengerId,Survived_pred,Survived_prob
1013,0,0.06910080760385476
1014,1,0.9858905691157153
1015,0,0.05895774184541949
1016,0,0.14403546629906208
1017,1,0.6787613659769153
1018,0,0.1316350705444634
1019,1,0.9377403193560138
1020,0,0.21400583710101745
1021,0,0.0475426923846214
1022,0,0.26261892596048847
1023,0,0.016260263027429653
1024,0,0.0190024905734884
1025,0,0.010608493739412386
1026,0,0.04337044406580362
1027,0,0.0571388669125164
1028,0,0.4162490625686323
1029,0,0.12293196822439095
1030,0,0.09166803298606603
1031,0,0.006393990297948114
1032,0,0.028120329085014332
1033,1,0.9794506389062533
1034,0,0.3771061436193966
1035,0,0.08765633734880053
1036,1,0.6313434976350346
1037,0,0.1516576072892607
1038,0,0.0759425087590449
1039,0,0.054456055589779805
1040,0,0.4070832250338642
1041,0,0.04903740760633312
1042,1,0.988273597669381
1043,0,0.11047996154696933
1044,0,0.019765797396852205
1045,1,0.6679188859791825
1046,0,0.04432129886290386
1047,0,0.07767548903848152
1048,1,0.9839659019307994
1049,0,0.3129278714345741
1050,1,0.6313434976350346
1051,1,0.7147570483228697
1052,1,0.9230788238016145
1053,1,0.9098533910054281
1054,1,0.8535026910625636
1055,0,0.0743652057021248
1056,0,0.15200785777601314
1057,1,0.5113024990030954
1058,0,0.16437633952447295
1059,0,0.043447854525059275
1060,1,0.9468313046563467
1061,0,0.13622054300006906
1062,0,0.05895774184541949
1063,1,0.7666445364959139
1064,0,0.23055775353002556
1065,0,0.09195539197092802
1066,0,0.023554502412551928
1067,1,0.9773948614975151
1068,1,0.9528907554909603
1069,0,0.47832008462380204
1070,1,0.984776129328636
1071,1,0.9817542292287046
1072,0,0.107347995087476
1073,0,0.33065394828688777
1074,1,0.9392254145042706
1075,0,0.14403546629906208
1076,1,0.9158696468672163
1077,0,0.1153489691501808
1078,1,0.9045229819698947
1079,0,0.18288311553261394
1080,0,0.04920261463181128
1081,0,0.15200785777601314
1082,0,0.09450068268954477
1083,0,0.14575982711312516
1084,0,0.2580721840927005
1085,0,0.03046560256313345
1086,1,0.8402771333989115
1087,0,0.07536981258379297
1088,1,0.9963417418207624
1089,0,0.33494956689786054
1090,0,0.05648565968649652
1091,0,0.15288622360718523
1092,1,0.9007619810408278
1093,1,0.9792127459302787
1094,0,0.055174061095545575
1095,1,0.9421822192256809
1096,0,0.06068380678901564
1097,0,0.1777286765290077
1098,1,0.5093475089413815
1099,0,0.06068380678901564
1100,1,0.9537383065747641
1101,0,0.02558303418701881
1102,0,0.3692804952601889
1103,0,0.027378717353638327
1104,0,0.04426479877509613
1105,1,0.9499254289028947
1106,1,0.5083922189461787
1107,0,0.12604433006499438
1108,1,0.8267462726482089
1109,0,0.0886362128102004
1110,1,0.9676162610538495
1111,0,0.07208525881472841
1112,1,0.9646523904784323
1113,0,0.054456055589779805
1114,1,0.9157887105256965
1115,0,0.1316350705444634
1116,1,0.5835028938744454
1117,0,0.3807598009769323
1118,0,0.11571230867418233
1119,1,0.7538724126231089
1120,0,0.09570935754122925
1121,0,0.15200785777601314
1122,0,0.054392204282206556
1123,1,0.9760285929538342
1124,0,0.024197563018521967
1125,0,0.19308118263876592
1126,0,0.3170453690203506
1127,0,0.07163092373796921
1128,1,0.5177709235332977
1129,1,0.5298708114502793
1130,1,0.9260135981288026
1131,1,0.9769885172579346
1132,1,0.6311531644926017
1133,1,0.9729553312708216
1134,1,0.5196595259709285
1135,0,0.038916287845172
1136,0,0.03389787166861766
1137,0,0.08824224820029078
1138,1,0.8631032588579827
1139,0,0.07713049080258282
1140,1,0.958620014731442
1141,0,0.1564193705752168
1142,1,0.9608507448545497
1143,0,0.4521836045074991
1144,0,0.15376319649266373
1145,0,0.041806367621777696
1146,0,0.05745271875742118
1147,0,0.05895774184541949
1148,0,0.14403546629906208
1149,0,0.07208525881472841
1150,1,0.9167556489804413
1151,0,0.11959006143718619
1152,0,0.08150097274269848
1153,0,0.06535190117342514
1154,1,0.9682920356504607
1155,1,0.9338503346345779
1156,0,0.1686007252326532
1157,0,0.038916287845172
1158,0,0.026282589744810573
1159,0,0.05895774184541949
1160,0,0.15288622360718523
1161,0,0.11344533882945548
1162,0,0.15613088981969764
1163,0,0.14403546629906208
1164,1,0.8421025472847643
1165,1,0.9151883488077525
1166,0,0.09195539197092802
1167,1,0.9394803118467643
1168,0,0.10849024018460024
1169,0,0.09450068268954477
1170,0,0.05260446771236623
1171,0,0.0648561938452791
1172,0,0.07102986565060616
1173,1,0.9913224557249165
1174,1,0.7538724126231089
1175,0,0.41797641829535354
1176,1,0.7743954243773326
1177,0,0.018104343932405835
1178,0,0.05895774184541949
1179,0,0.1549647227633704
1180,0,0.09195539197092802
1181,0,0.07208525881472841
1182,0,0.0759425087590449
1183,0,0.03997171836475302
1184,0,0.09195539197092802
1185,0,0.17439203956729019
1186,0,0.05745271875742118
1187,0,0.08468386805126432
1188,1,0.9786282321783151
1189,0,0.10214559105319311
1190,0,0.07109375626914154
1191,0,0.22355080069273867
1192,0,0.13145294204904256
1193,0,0.08092737137823956
1194,0,0.04919502638765522
1195,0,0.041806367621777696
1196,1,0.7538724126231089
1197,1,0.9522514002064805
1198,0,0.11758624216244459
1199,1,0.9684731076706206
1200,0,0.3252690153767861
1201,0,0.06482308783850335
1202,0,0.11344533882945548
1203,0,0.38013006427097035
1204,0,0.05895774184541949
1205,0,0.26602448387769384
1206,1,0.9858124905708198
1207,1,0.9028053013947291
1208,0,0.40430195325818624
1209,0,0.11798253355316882
1210,1,0.6246442914546635
1211,0,0.06612985479863646
1212,0,0.29321855014461756
1213,0,0.2337849110131451
1214,0,0.12293196822439095
1215,1,0.5330476942548074
1216,1,0.9940145833442153
1217,0,0.045230319157959574
1218,1,0.9387391836478914
1219,0,0.10055159172819096
1220,0,0.061813671152988726
1221,0,0.06123811470480337
1222,1,0.9843877945052565
1223,0,0.2616470795269143
1224,0,0.09195539197092802
1225,1,0.9187687774957818
1226,0,0.4189300370831475
1227,0,0.14966869043203537
1228,0,0.3477185678986949
1229,0,0.0027409882852382026
1230,0,0.06767139415658768
1231,0,0.09195539197092802
1232,0,0.08581675280687953
1233,0,0.05963703220541479
1234,0,0.014184993858047614
1235,1,0.9894244742054462
1236,0,0.027483169691627382
1237,1,0.8839197898120463
1238,0,0.12293196822439095
1239,1,0.7148136836580692
1240,0,0.057284230869100686
1241,1,0.984538711262947
1242,1,0.9734534740141042
1243,0,0.06068380678901564
1244,0,0.03415084474920961
1245,0,0.06880007496181097
1246,1,0.8956735732686701
1247,0,0.10986406689930413
1248,1,0.9861169047099606
1249,0,0.12144034807599902
1250,0,0.14403546629906208
1251,1,0.7032006395436944
1252,0,0.02135385911614046
1253,1,0.975605788445124
1254,1,0.984538711262947
1255,0,0.4088689092807458
1256,1,0.9668147245946987
1257,0,0.021626623648500216
1258,0,0.047827140216122346
1259,0,0.08979488413057506
1260,1,0.9734534740141042
1261,0,0.4323146849698646
1262,0,0.062704252116596
1263,1,0.991829013517016
1264,0,0.013212599139484955
1265,0,0.1796626236399698
1266,1,0.9767938602183991
1267,1,0.9753593639340911
1268,0,0.05936520899598961
1269,0,0.0648561938452791
1270,0,0.0379860738886987
1271,1,0.6271415244007457
1272,0,0.14403546629906208
1273,0,0.3534729514807342
1274,0,0.2523781590987812
1275,0,0.47958642771623794
1276,0,0.10270532606093863
1277,1,0.9391197332626542
1278,0,0.10532885740744348
1279,0,0.050695646910472854
1280,0,0.11181048881792066
1281,0,0.005591279734296111
1282,0,0.30863589905477723
1283,1,0.9692586304188375
1284,0,0.08007164631595753
1285,0,0.050644795913322216
1286,0,0.07776067695615536
1287,1,0.9442284459142949
1288,0,0.08010931968909199
1289,1,0.9942110955929666
1290,0,0.11959006143718619
1291,0,0.049064675716180554
1292,1,0.9836478302293258
1293,0,0.07404707144388659
1294,1,0.987125075132924
1295,0,0.06392404138611166
1296,0,0.1769578422010273
1297,1,0.8313336197473259
1298,0,0.062704252116596
1299,0,0.0726767777906275
1300,1,0.8585807769117114
1301,1,0.8321065240381281
1302,1,0.7538724126231089
1303,1,0.9938883788874607
1304,1,0.6468418882907911
1305,0,0.07208525881472841
1306,1,0.9857179208134423
1307,0,0.018104343932405835
1308,0,0.07208525881472841
1309,0,0.21698282951358222
